date;data_mean_global;data_mean_nh;data_mean_sh
1735-05-15;278.340076491602;279.847126318279;276.833026664926
1735-06-15;277.605748272508;278.331150847145;276.880345697871
1735-07-15;275.964561902719;275.048469509109;276.880654296329
1735-08-15;274.360606836848;271.986554643166;276.73465903053
1735-09-15;274.319492823807;272.083055566637;276.555930080977
1735-10-15;275.354883916756;274.190763723693;276.519004109819
1735-11-15;276.357740757062;276.068311007902;276.647170506223
1735-12-15;276.993097205647;277.309279094482;276.676915316811
1736-01-15;277.451460521206;278.130680464535;276.772240577877
1736-02-15;277.832304244691;278.784644478777;276.879964010604
1736-03-15;278.172021571454;279.424965226016;276.919077916893
1736-04-15;278.410465120897;279.957458785457;276.863471456337
1736-05-15;278.352696560584;279.859746387261;276.845646733908
1736-06-15;277.6189981952;278.344400769837;276.893595620563
1736-07-15;275.978332808948;275.062240415338;276.894425202558
1736-08-15;274.37480468006;272.000752486378;276.748856873742
1736-09-15;274.334038465506;272.097601208336;276.570475722676
1736-10-15;275.369713126509;274.205592933446;276.533833319572
1736-11-15;276.372804212497;276.083374463337;276.662233961658
1736-12-15;277.00836049245;277.324542381285;276.692178603614
1737-01-15;277.466904133127;278.146124076456;276.787684189798
1737-02-15;277.847923583539;278.800263817625;276.895583349452
1737-03-15;278.187826947099;279.440770601661;276.934883292538
1737-04-15;278.42648175127;279.97347541583;276.87948808671
1737-05-15;278.368964571676;279.876014398353;276.861914745
1737-06-15;277.635571307877;278.360973882514;276.91016873324
1737-07-15;275.995264710678;275.079172317068;276.911357104288
1737-08-15;274.392140854168;272.018088660486;276.76619304785
1737-09-15;274.351816074086;272.115378816916;276.588253331256
1737-10-15;275.387961010423;274.22384081736;276.552081203486
1737-11-15;276.391542891373;276.102113142213;276.680972640534
1737-12-15;277.027602164685;277.34378405352;276.711420275849
1738-01-15;277.486652675887;278.165872619216;276.807432732558
1738-02-15;277.868174552757;278.820514786843;276.91583431867
1738-03-15;278.208567577475;279.461511232037;276.955623922914
1738-04-15;278.447690956273;279.994684620833;276.900697291713
1738-05-15;278.390612943544;279.897662770221;276.883563116868
1738-06-15;277.657621446877;278.383024021514;276.93221887224
1738-07-15;276.017675344942;275.101582951332;276.933767738552
1738-08-15;274.414869621234;272.040817427552;276.788921814916
1738-09-15;274.374819571304;272.138382314134;276.611256828474
1738-10-15;275.411194794953;274.24707460189;276.575314988016
1738-11-15;276.414961480187;276.125531731027;276.704391229348
1738-12-15;277.051159034568;277.367340923403;276.734977145732
1739-01-15;277.510300263433;278.189520206762;276.831080320104
1739-02-15;277.891864254373;278.844204488459;276.939524020286
1739-03-15;278.232249749379;279.485193403941;276.979306094818
1739-04-15;278.471314914494;280.018308579054;276.924321249935
1739-05-15;278.414126963922;279.921176790599;276.907077137246
1739-06-15;277.680972919806;278.406375494443;276.955570345169
1739-07-15;276.04081494494;275.12472255133;276.95690733855
1739-08-15;274.437755876339;272.063703682657;276.811808070021
1739-09-15;274.397419098126;272.160981840956;276.633856355296
1739-10-15;275.433482298676;274.269362105613;276.597602491739
1739-11-15;276.436919754571;276.147490005411;276.726349503732
1739-12-15;277.072778961943;277.388960850779;276.756597073107
1740-01-15;277.531580814704;278.210800758033;276.852360871375
